r, amp_w, t_w, tp_w, phase_w, vert_w, acre, c_w, qe, ce, qd, qs, amp_s, t_s, tp_s, phase_s, vert_s, tal, exp, mal, output
228.513126056738, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.10132181455968592, 0.00044, 5.156694626099129, 1.49, 720.0414740508222, 1894.055173087521, 200.52905242522309, 6.0, 6.0, 4.5, 721.6106397431766, 173.780096104918, 144.02677794175153, 243.92737134141066, -1708.9800495888253
327.5099575251658, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.10441251388293951, 0.00044, 13.155819079302926, 1.49, 720.0217861093431, 2214.9594611488396, 452.99060058298153, 6.0, 6.0, 4.5, 1049.2945962054605, 640.9090428441907, 143.9310932714793, 257.2371910733595, -2099.6707087760933
309.3001913381428, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.10569103752337733, 0.00044, 5.260383677872092, 1.49, 720.0, 1256.8267659978453, 295.10247994209, 6.0, 6.0, 4.5, 1114.850546571447, 321.59573817651454, 23.633624134992708, 312.79364292159846, -1134.0817759370382
256.2365934405203, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.10548916691527195, 0.00044, 5.0, 1.49, 720.113368034095, 1007.0004683913191, 674.9819384489007, 6.0, 6.0, 4.5, 731.9804450680213, 131.67275590052677, 129.7363956924505, 150.54694690395132, -884.7794450938944
314.36776342306666, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.10041471034214394, 0.00044, 5.256705701136287, 1.49, 720.0033008211612, 773.9596111361413, 674.8465194229719, 6.0, 6.0, 4.5, 1178.9502219410188, 42.13078011455312, 138.22015796925385, 139.16484030343537, -707.6080923650893
139.97421004678588, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.1, 0.00044, 92.72311949227311, 1.49, 720.0, 1097.3413068772131, 208.28883481521726, 6.0, 6.0, 4.5, 750.7154837248048, 324.89438074254497, 125.18590909739076, 89.29245845204997, -917.4449626929846
106.34969999200075, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.1011603059439806, 0.00044, 87.07873266817845, 1.49, 720.1112077247021, 1046.743298818881, 674.9792737119546, 6.0, 6.0, 4.5, 731.696973388189, 732.3571404618256, 147.95036577238614, 387.8590844556893, -922.127208046615
157.92167209522887, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.10000156572277531, 0.00044, 96.56714046187827, 1.49, 720.0, 893.2694470472736, 674.5996400213774, 6.0, 6.0, 4.5, 1798.3788337507083, 221.64857954642787, 147.4349333203361, 96.41148566496449, -900.2803647608115
329.73525144816995, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.1, 0.00044, 5.059378125915324, 1.49, 720.0003487527991, 735.2239848068784, 674.8412860970575, 6.0, 6.0, 4.5, 1084.6372334286718, 152.12399235942715, 141.38404109396484, 171.89548759914024, -657.4328264776182
260.6398929098799, 10000.0, 6.0, 6.0, 4.5, 26305.14, 0.10000050980461128, 0.00044, 5.088900618613636, 1.49, 720.2158089250183, 736.8814633905309, 674.318962228439, 6.0, 6.0, 4.5, 731.3339937171684, 244.57666403150694, 95.56306399828784, 314.6886725263648, -615.4731847187672
